Time (s) Run #1,,analog
3992,1368,244
3993,1368,246
3994,1368,246
3995,1368,234
3996,1368,245
3997,1368,233
3998,1368,231
3999,1368,229
4000,1368,233
4001,1368,228
4002,1368,230
4003,1368,227
4004,1368,230
4005,1368,226
4006,1368,244
4007,1368,247
4008,1368,247
4009,1368,248
4010,1368,249
4011,1370,249
4012,1370,248
4013,1368,248
4014,1368,232
4015,1368,229
4016,1368,228
4017,1368,233
4018,1368,233
4019,1368,236
4020,1368,231
4021,1368,233
4022,1368,233
4023,1368,231
4024,1368,231
4025,1366,230
4026,1366,229
4027,1366,227
4028,1366,231
4029,1368,230
4030,1368,232
4031,1368,232
4032,1368,245
4033,1368,246
4034,1368,246
4035,1368,248
4036,1366,247
4037,1366,239
4038,1366,233
4039,1366,249
4040,1366,249
4041,1366,250
4042,1366,251
4043,1366,251
4044,1368,251
4045,1368,251
4046,1368,241
4047,1368,251
4048,1368,252
4049,1368,252
4050,1368,251
4051,1368,251
4052,1366,238
4053,1366,250
4054,1366,250
4055,1366,252
4056,1366,251
4057,1368,251
4058,1368,238
4059,1368,251
4060,1366,251
4061,1366,251
4062,1366,252
4063,1366,241
4064,1366,240
4065,1366,236
4066,1366,235
4067,1366,234
4068,1366,235
4069,1364,236
4070,1364,238
4071,1364,238
4072,1364,238
4073,1364,238
4074,1364,238
4075,1364,248
4076,1364,249
4077,1364,250
4078,1366,250
4079,1366,249
4080,1366,249
4081,1366,248
4082,1366,249
4083,1366,249
4084,1366,241
4085,1366,234
4086,1366,231
4087,1366,228
4088,1366,230
4089,1366,226
4090,1366,229
4091,1366,229
4092,1366,228
4093,1366,227
4094,1366,230
4095,1366,234
4096,1366,229
4097,1366,228
4098,1366,232
4099,1366,237
4100,1366,234
4101,1364,246
4102,1364,247
4103,1364,235
4104,1364,229
4105,1364,234
4106,1364,235
4107,1364,247
4108,1362,246
4109,1362,246
4110,1362,247
4111,1362,247
4112,1362,248
4113,1362,248
4114,1364,248
4115,1364,249
4116,1364,249
4117,1364,249
4118,1364,249
4119,1364,249
4120,1364,249
4121,1364,249
4122,1366,249
4123,1366,247
4124,1366,246
4125,1366,246
4126,1366,243
4127,1366,242
4128,1368,235
4129,1366,238
4130,1366,234
4131,1366,234
4132,1366,233
4133,1366,234
4134,1366,236
4135,1366,236
4136,1366,235
4137,1366,230
4138,1366,231
4139,1366,228
4140,1366,230
4141,1366,233
4142,1366,228
4143,1366,230
4144,1366,236
4145,1366,236
4146,1366,236
4147,1366,236
4148,1366,236
4149,1366,233
4150,1366,234
4151,1366,230
4152,1366,236
4153,1368,234
4154,1368,234
4155,1368,237
4156,1368,237
4157,1368,236
4158,1368,232
4159,1368,234
4160,1368,234
4161,1368,234
4162,1368,236
4163,1368,237
4164,1368,238
4165,1368,236
4166,1368,234
4167,1368,245
4168,1368,246
4169,1368,247
4170,1368,248
4171,1368,249
4172,1368,249
4173,1368,248
4174,1368,250
4175,1368,251
4176,1368,251
4177,1366,252
4178,1366,251
4179,1366,251
4180,1366,253
4181,1366,251
4182,1366,252
4183,1366,252
4184,1366,252
4185,1366,251
4186,1366,251
4187,1368,251
4188,1368,252
4189,1368,251
4190,1368,251
4191,1368,249
4192,1368,248
4193,1368,245
4194,1368,241
4195,1368,241
4196,1368,240
4197,1370,241
4198,1370,240
4199,1370,239
4200,1370,240
4201,1370,239
4202,1370,238
4203,1370,237
4204,1370,238
4205,1370,237
4206,1370,235
4207,1370,234
4208,1370,245
4209,1370,245
4210,1370,246
4211,1370,247
4212,1370,247
4213,1370,247
4214,1370,247
4215,1370,247
4216,1370,248
4217,1370,247
4218,1370,247
4219,1370,247
4220,1368,247
4221,1368,247
4222,1368,248
4223,1368,247
4224,1368,247
4225,1368,246
4226,1368,247
4227,1368,245
4228,1368,239
4229,1368,227
4230,1368,232
4231,1368,233
4232,1368,233
4233,1368,227
4234,1368,226
4235,1368,234
4236,1368,231
4237,1368,233
4238,1368,229
4239,1368,227
4240,1368,226
4241,1368,226
4242,1368,226
4243,1368,229
4244,1368,228
4245,1368,229
4246,1368,230
4247,1368,227
4248,1368,225
4249,1368,231
4250,1368,224
4251,1368,229
4252,1368,226
4253,1368,229
4254,1368,230
4255,1368,227
4256,1368,228
4257,1368,231
4258,1366,228
4259,1366,230
4260,1366,229
4261,1366,227
4262,1366,231
4263,1366,230
4264,1366,230
4265,1366,229
4266,1366,230
4267,1366,233
4268,1366,233
4269,1366,219
4270,1366,230
4271,1366,226
4272,1366,230
4273,1366,228
4274,1366,233
4275,1366,233
4276,1366,232
4277,1364,230
4278,1364,234
4279,1364,230
4280,1362,232
4281,1362,233
4282,1362,233
4283,1362,231
4284,1362,232
4285,1362,231
4286,1364,228
4287,1364,227
4288,1364,231
4289,1364,231
4290,1364,231
4291,1364,231
4292,1364,230
4293,1364,230
4294,1364,228
4295,1364,231
4296,1364,232
4297,1364,232
4298,1364,231
4299,1364,229
4300,1364,232
4301,1364,230
4302,1364,230
4303,1364,228
4304,1364,228
4305,1364,230
4306,1364,231
4307,1364,229
4308,1364,230
4309,1366,223
4310,1364,229
4311,1364,228
4312,1364,231
4313,1364,226
4314,1366,229
4315,1366,229
4316,1366,230
4317,1368,229
4318,1368,233
4319,1368,231
4320,1368,231
4321,1370,228
4322,1370,231
4323,1370,231
4324,1370,234
4325,1370,232
4326,1370,232
4327,1370,231
4328,1370,235
4329,1372,231
4330,1372,232
4331,1372,232
4332,1372,232
4333,1372,233
4334,1372,236
4335,1372,233
4336,1372,232
4337,1372,232
4338,1372,234
4339,1372,233
4340,1372,232
4341,1372,235
4342,1372,236
4343,1372,235
4344,1372,236
4345,1372,235
4346,1372,233
4347,1374,235
4348,1374,235
4349,1374,240
4350,1374,239
4351,1374,238
4352,1374,238
4353,1374,239
4354,1376,240
4355,1376,239
4356,1374,238
4357,1374,240
4358,1374,240
4359,1374,238
4360,1374,240
4361,1374,240
4362,1374,238
4363,1374,237
4364,1374,231
4365,1376,237
4366,1376,237
4367,1376,237
4368,1374,235
4369,1374,233
4370,1374,234
4371,1374,234
4372,1374,233
4373,1376,233
4374,1376,236
4375,1376,236
4376,1376,235
4377,1376,236
4378,1376,235
4379,1374,247
4380,1374,233
4381,1374,236
4382,1374,233
4383,1374,232
4384,1374,232
4385,1374,234
4386,1376,242
4387,1376,241
4388,1376,234
4389,1378,231
4390,1378,232
4391,1378,231
4392,1378,246
4393,1376,246
4394,1376,245
4395,1376,246
4396,1376,244
4397,1376,241
4398,1376,237
4399,1376,246
4400,1376,249
4401,1376,245
4402,1376,246
4403,1376,248
4404,1376,248
4405,1376,246
4406,1376,243
4407,1376,245
4408,1376,230
4409,1374,247
4410,1374,225
4411,1374,247
4412,1374,246
4413,1376,243
4414,1376,245
4415,1376,249
4416,1376,239
4417,1374,247
4418,1374,246
4419,1374,246
4420,1374,249
4421,1374,246
4422,1374,244
4423,1374,244
4424,1374,244
4425,1376,231
4426,1376,241
4427,1376,243
4428,1376,245
4429,1374,248
4430,1374,249
4431,1374,231
4432,1374,248
4433,1374,237
4434,1374,240
4435,1374,239
4436,1374,237
4437,1374,238
4438,1374,242
4439,1374,236
4440,1374,231
4441,1374,229
4442,1374,239
4443,1374,229
4444,1374,233
4445,1374,240
4446,1374,241
4447,1374,245
4448,1374,248
4449,1374,246
4450,1374,246
4451,1374,248
4452,1374,249
4453,1374,248
4454,1374,243
4455,1374,244
4456,1374,260
4457,1374,263
4458,1374,264
4459,1376,264
4460,1376,265
4461,1376,265
4462,1376,266
4463,1374,266
4464,1374,266
4465,1374,266
4466,1374,266
4467,1374,267
4468,1374,265
4469,1374,263
4470,1374,263
4471,1374,263
4472,1376,263
4473,1376,262
4474,1376,262
4475,1376,262
4476,1376,262
4477,1376,262
4478,1376,262
4479,1376,262
4480,1374,262
4481,1374,262
4482,1374,262
4483,1374,261
4484,1374,261
4485,1372,261
4486,1372,261
4487,1372,261
4488,1372,261
4489,1372,261
4490,1372,261
4491,1372,261
4492,1372,261
4493,1372,261
4494,1372,260
4495,1372,260
4496,1372,260
4497,1372,259
4498,1370,259
4499,1370,259
4500,1370,258
4501,1370,259
4502,1370,259
4503,1370,259
4504,1370,258
4505,1370,258
4506,1370,258
4507,1370,258
4508,1370,258
4509,1372,258
4510,1372,257
4511,1372,257
4512,1372,250
4513,1372,257
4514,1372,257
4515,1372,257
4516,1372,257
4517,1374,257
4518,1374,258
4519,1374,257
4520,1374,258
4521,1376,258
4522,1376,257
4523,1376,257
4524,1376,257
4525,1376,257
4526,1378,258
4527,1378,257
4528,1378,257
4529,1380,257
4530,1380,257
4531,1380,257
4532,1380,257
4533,1382,257
4534,1382,257
4535,1382,257
4536,1382,257
4537,1382,257
4538,1384,257
4539,1384,256
4540,1386,257
4541,1386,257
4542,1386,257
4543,1386,257
4544,1386,256
4545,1388,256
4546,1388,256
4547,1390,256
4548,1390,256
4549,1390,257
4550,1390,256
4551,1392,256
4552,1392,256
4553,1394,256
4554,1394,256
4555,1396,256
4556,1396,256
4557,1398,256
4558,1398,256
4559,1398,256
4560,1400,256
4561,1400,256
4562,1400,256
4563,1402,256
4564,1402,256
4565,1402,256
4566,1402,256
4567,1404,256
4568,1404,256
4569,1404,256
4570,1404,256
4571,1406,256
4572,1406,255
4573,1406,255
4574,1406,256
4575,1406,255
4576,1406,255
4577,1408,255
4578,1408,255
4579,1408,255
4580,1408,255
4581,1408,255
4582,1408,255
4583,1410,255
4584,1410,254
4585,1410,254
4586,1410,254
4587,1410,254
4588,1412,254
4589,1412,254
4590,1412,253
4591,1412,253
4592,1412,248
4593,1412,246
4594,1414,245
4595,1414,253
4596,1414,254
4597,1416,254
4598,1416,254
4599,1416,254
4600,1416,253
4601,1416,245
4602,1416,243
4603,1416,244
4604,1416,242
4605,1416,241
4606,1414,252
4607,1414,253
4608,1414,253
4609,1414,252
4610,1416,252
4611,1416,252
4612,1416,245
4613,1416,253
4614,1416,253
4615,1416,254
4616,1416,253
4617,1418,254
4618,1418,254
4619,1418,254
4620,1418,254
4621,1418,253
4622,1418,253
4623,1418,253
4624,1418,254
4625,1418,253
4626,1418,252
4627,1418,251
4628,1418,254
4629,1418,254
4630,1418,254
4631,1418,254
4632,1418,254
4633,1418,254
4634,1420,253
4635,1420,253
4636,1420,244
4637,1420,252
4638,1420,252
4639,1420,245
4640,1420,246
4641,1418,253
4642,1418,253
4643,1418,253
4644,1418,254
4645,1418,253
4646,1418,253
4647,1420,253
4648,1420,253
4649,1420,253
4650,1420,253
4651,1420,247
4652,1420,252
4653,1420,252
4654,1420,253
4655,1420,252
4656,1420,252
4657,1420,253
4658,1420,242
4659,1420,244
4660,1422,253
4661,1422,253
4662,1422,252
4663,1422,249
4664,1422,250
4665,1424,249
4666,1424,245
4667,1424,241
4668,1424,248
4669,1426,252
4670,1426,252
4671,1426,252
4672,1428,252
4673,1428,252
4674,1428,252
4675,1430,253
4676,1430,253
4677,1430,253
4678,1432,253
4679,1432,253
4680,1432,253
4681,1432,252
4682,1434,252
4683,1434,252
4684,1434,243
4685,1434,239
4686,1434,245
4687,1434,251
4688,1436,242
4689,1436,241
4690,1436,243
4691,1436,237
4692,1436,238
4693,1436,232
4694,1438,240
4695,1438,236
4696,1438,239
4697,1438,242
4698,1440,251
4699,1440,250
4700,1440,252
4701,1442,252
4702,1442,252
4703,1442,252
4704,1442,252
4705,1442,243
4706,1442,251
4707,1442,243
4708,1442,242
4709,1442,251
4710,1442,250
4711,1442,250
4712,1442,252
4713,1442,253
4714,1442,253
4715,1442,253
4716,1442,253
4717,1442,252
4718,1442,252
4719,1442,244
4720,1442,251
4721,1442,242
4722,1442,250
4723,1442,239
4724,1442,250
4725,1442,252
4726,1444,251
4727,1444,252
4728,1444,243
4729,1442,237
4730,1442,238
4731,1442,238
4732,1442,242
4733,1442,250
4734,1444,251
4735,1444,250
4736,1444,253
4737,1446,252
4738,1446,251
4739,1446,251
4740,1446,252
4741,1448,251
4742,1448,251
4743,1448,237
4744,1448,238
4745,1448,249
4746,1448,232
4747,1448,249
4748,1448,250
4749,1448,241
4750,1450,251
4751,1450,251
4752,1450,251
4753,1450,235
4754,1450,243
4755,1450,239
4756,1450,237
4757,1450,248
4758,1450,234
4759,1450,235
4760,1450,227
4761,1450,230
4762,1450,247
4763,1450,237
4764,1450,227
4765,1452,222
4766,1452,244
4767,1452,243
4768,1452,230
4769,1452,226
4770,1452,234
4771,1452,236
4772,1452,246
4773,1450,245
4774,1450,238
4775,1450,235
4776,1450,246
4777,1450,240
4778,1450,248
4779,1450,248
4780,1450,246
4781,1450,247
4782,1450,247
4783,1450,248
4784,1450,247
4785,1450,246
4786,1450,236
4787,1450,236
4788,1448,248
4789,1448,249
4790,1448,249
4791,1448,249
4792,1448,249
4793,1448,249
4794,1448,250
4795,1448,249
4796,1448,234
4797,1450,239
4798,1450,251
4799,1450,251
4800,1450,251
4801,1450,249
4802,1452,249
4803,1452,249
4804,1452,249
4805,1452,249
4806,1452,249
4807,1454,249
4808,1454,249
4809,1454,249
4810,1454,249
4811,1454,249
4812,1456,249
4813,1456,249
4814,1456,249
4815,1456,249
4816,1458,249
4817,1458,249
4818,1458,249
4819,1458,249
4820,1458,248
4821,1458,248
4822,1458,247
4823,1458,247
4824,1458,246
4825,1458,246
4826,1460,245
4827,1460,245
4828,1460,249
4829,1460,247
4830,1462,247
4831,1462,248
4832,1462,247
4833,1462,248
4834,1462,248
4835,1462,248
4836,1462,248
4837,1462,249
4838,1462,251
4839,1462,248
4840,1464,248
4841,1464,249
4842,1464,248
4843,1464,247
4844,1464,249
4845,1464,249
4846,1466,249
4847,1466,251
4848,1466,251
4849,1466,251
4850,1466,251
4851,1468,249
4852,1468,249
4853,1468,249
4854,1468,249
4855,1468,249
4856,1468,249
4857,1468,249
4858,1468,249
4859,1468,249
4860,1466,249
4861,1466,249
4862,1466,249
4863,1466,249
4864,1466,248
4865,1466,249
4866,1466,248
4867,1468,248
4868,1468,248
4869,1468,248
4870,1468,248
4871,1470,248
4872,1470,248
4873,1470,248
4874,1470,248
4875,1470,248
4876,1470,247
4877,1470,247
4878,1470,247
4879,1470,247
4880,1470,247
4881,1470,247
4882,1470,246
4883,1472,246
4884,1470,247
4885,1470,247
4886,1470,247
4887,1470,247
4888,1470,247
4889,1470,246
4890,1470,245
4891,1470,245
4892,1470,244
4893,1470,245
4894,1470,244
4895,1470,234
4896,1470,238
4897,1470,247
4898,1470,246
4899,1470,247
4900,1470,247
4901,1470,231
4902,1472,247
4903,1472,247
4904,1472,247
4905,1474,247
4906,1474,247
4907,1474,247
4908,1474,247
4909,1474,247
4910,1474,248
4911,1474,247
4912,1474,247
4913,1476,247
4914,1476,247
4915,1476,247
4916,1476,248
4917,1476,247
4918,1474,247
4919,1474,247
4920,1474,247
4921,1474,247
4922,1474,246
4923,1474,238
4924,1474,226
4925,1474,242
4926,1474,244
4927,1474,243
4928,1474,242
4929,1474,243
4930,1474,243
4931,1476,222
4932,1476,234
4933,1476,231
4934,1476,227
4935,1476,242
4936,1478,236
4937,1478,227
4938,1478,242
4939,1478,239
4940,1478,240
4941,1480,231
4942,1480,235
4943,1480,238
4944,1480,244
4945,1480,244
4946,1480,232
4947,1480,237
4948,1480,246
4949,1480,237
4950,1480,237
4951,1480,239
4952,1482,238
4953,1482,237
4954,1482,236
4955,1482,237
4956,1484,243
4957,1484,233
4958,1484,235
4959,1484,246
4960,1484,247
4961,1484,246
4962,1484,240
4963,1484,248
4964,1484,247
4965,1484,238
4966,1484,248
4967,1484,248
4968,1484,250
4969,1484,250
4970,1484,250
4971,1484,249
4972,1484,249
4973,1486,248
4974,1486,249
4975,1488,249
4976,1488,249
4977,1488,250
4978,1488,250
4979,1488,251
4980,1488,251
4981,1488,250
4982,1488,250
4983,1486,249
4984,1486,250
4985,1486,248
4986,1486,248
4987,1486,246
4988,1484,235
4989,1484,245
4990,1484,234
4991,1484,233
4992,1484,233
4993,1484,234
4994,1484,234
4995,1484,230
4996,1484,234
4997,1484,231
4998,1484,227
4999,1484,246
5000,1484,246
5001,1484,247
5002,1484,247
5003,1484,248
5004,1484,248
5005,1482,248
5006,1482,248
5007,1482,248
5008,1482,248
5009,1484,248
5010,1484,248
5011,1484,250
5012,1482,250
5013,1482,250
5014,1482,250
5015,1482,250
5016,1482,250
5017,1482,250
5018,1482,250
5019,1482,239
5020,1480,246
5021,1480,246
5022,1480,236
5023,1480,233
5024,1480,234
5025,1480,230
5026,1480,244
5027,1480,246
5028,1480,245
5029,1480,245
5030,1480,245
5031,1480,245
5032,1480,245
5033,1480,245
5034,1482,244
5035,1482,245
5036,1482,245
5037,1482,245
5038,1482,245
5039,1482,246
5040,1482,246
5041,1484,245
5042,1484,245
5043,1484,244
5044,1484,238
5045,1484,236
5046,1484,232
5047,1484,237
5048,1484,234
5049,1484,244
5050,1484,244
5051,1484,245
5052,1484,245
5053,1484,245
5054,1484,236
5055,1484,231
5056,1484,244
5057,1484,245
5058,1486,232
5059,1484,234
5060,1484,245
5061,1484,245
5062,1484,245
5063,1484,245
5064,1484,232
5065,1484,245
5066,1484,244
5067,1484,245
5068,1484,245
5069,1484,245
5070,1484,242
5071,1484,244
5072,1484,245
5073,1484,244
5074,1484,246
5075,1484,245
5076,1484,245
5077,1484,246
5078,1484,244
5079,1484,245
5080,1486,245
5081,1486,244
5082,1486,246
5083,1486,245
5084,1486,243
5085,1486,245
5086,1486,245
5087,1486,244
5088,1484,244
5089,1484,245
5090,1484,244
5091,1484,246
5092,1486,245
5093,1486,245
5094,1486,245
5095,1486,245
5096,1486,244
5097,1486,243
5098,1488,242
5099,1488,238
5100,1488,245
5101,1488,245
5102,1488,245
5103,1488,244
5104,1486,244
5105,1486,242
5106,1486,243
5107,1486,243
5108,1486,242
5109,1486,243
5110,1486,243
5111,1486,243
5112,1486,231
5113,1486,225
5114,1486,230
5115,1486,233
5116,1486,234
5117,1486,231
5118,1486,229
5119,1486,232
5120,1486,231
5121,1486,229
5122,1486,242
5123,1486,231
5124,1486,242
5125,1486,243
5126,1488,243
5127,1488,243
5128,1488,243
5129,1488,243
5130,1488,244
5131,1486,244
5132,1486,244
5133,1486,244
5134,1486,244
5135,1486,245
5136,1486,243
5137,1486,244
5138,1486,244
5139,1486,244
5140,1486,244
5141,1486,243
5142,1486,244
5143,1486,243
5144,1486,243
5145,1486,244
5146,1486,244
5147,1486,243
5148,1486,244
5149,1486,242
5150,1486,229
5151,1486,245
5152,1484,245
5153,1484,245
5154,1484,244
5155,1484,243
5156,1484,237
5157,1484,236
5158,1484,236
5159,1484,242
5160,1484,243
5161,1484,243
5162,1486,243
5163,1486,243
5164,1484,242
5165,1484,242
5166,1484,237
5167,1484,232
5168,1484,242
5169,1484,243
5170,1484,243
5171,1484,231
5172,1484,238
5173,1484,243
5174,1484,245
5175,1484,245
5176,1484,245
5177,1484,245
5178,1484,245
5179,1482,245
5180,1482,245
5181,1482,244
5182,1482,245
5183,1482,245
5184,1482,230
5185,1482,227
5186,1482,242
5187,1482,236
5188,1482,241
5189,1482,241
5190,1482,231
5191,1482,236
5192,1482,244
5193,1482,243
5194,1482,244
5195,1482,243
5196,1482,244
5197,1482,244
5198,1480,244
5199,1480,244
5200,1480,244
5201,1478,243
5202,1478,242
5203,1478,238
5204,1478,242
5205,1478,243
5206,1478,242
5207,1478,231
5208,1478,232
5209,1478,242
5210,1478,233
5211,1478,243
5212,1478,243
5213,1478,229
5214,1478,236
5215,1478,242
5216,1478,228
5217,1478,241
5218,1478,242
5219,1478,231
5220,1478,241
5221,1478,237
5222,1478,241
5223,1478,241
5224,1478,241
5225,1480,240
5226,1480,230
5227,1480,229
5228,1480,242
5229,1480,242
5230,1480,243
5231,1480,243
5232,1480,243
5233,1480,242
5234,1480,241
5235,1480,241
5236,1478,242
5237,1478,243
5238,1478,242
5239,1478,242
5240,1478,240
5241,1478,241
5242,1478,229
5243,1478,242
5244,1478,243
5245,1478,243
5246,1478,243
5247,1478,243
5248,1478,243
5249,1478,243
5250,1478,243
5251,1478,243
5252,1478,243
5253,1476,243
5254,1476,243
5255,1476,229
5256,1476,227
5257,1476,231
5258,1476,241
5259,1476,242
5260,1476,242
5261,1476,243
5262,1476,243
5263,1478,243
5264,1478,243
5265,1478,243
5266,1476,243
5267,1476,243
5268,1476,243
5269,1476,242
5270,1476,237
5271,1476,243
5272,1476,243
5273,1476,243
5274,1476,242
5275,1476,242
5276,1476,241
5277,1476,232
5278,1476,236
5279,1476,232
5280,1476,241
5281,1476,241
5282,1476,242
5283,1476,226
5284,1476,240
5285,1476,241
5286,1476,241
5287,1476,241
5288,1476,241
5289,1476,241
5290,1476,241
5291,1476,241
5292,1476,239
5293,1476,240
5294,1476,240
5295,1476,240
5296,1476,240
5297,1476,239
5298,1476,240
5299,1476,240
5300,1476,240
5301,1476,240
5302,1476,240
5303,1476,240
5304,1476,239
5305,1476,239
5306,1476,240
5307,1476,240
5308,1476,240
5309,1476,240
5310,1476,240
5311,1476,240
5312,1476,239
5313,1476,241
5314,1476,240
5315,1476,239
5316,1476,240
5317,1474,239
5318,1474,242
5319,1474,242
5320,1474,241
5321,1474,241
5322,1474,240
5323,1474,240
5324,1474,241
5325,1474,241
5326,1474,242
5327,1474,242
5328,1474,242
5329,1474,242
5330,1474,242
5331,1474,241
5332,1474,241
5333,1474,241
5334,1474,239
5335,1474,243
5336,1474,241
5337,1474,239
5338,1474,238
5339,1476,239
5340,1476,240
5341,1476,239
5342,1476,240
5343,1476,238
5344,1474,239
5345,1474,239
5346,1474,239
5347,1474,238
5348,1474,239
5349,1474,238
5350,1474,238
5351,1474,240
5352,1474,240
5353,1474,239
5354,1472,239
5355,1472,239
5356,1472,240
5357,1472,239
5358,1474,240
5359,1474,241
5360,1474,239
5361,1474,238
5362,1474,238
5363,1476,240
5364,1476,227
5365,1476,228
5366,1476,237
5367,1476,239
5368,1476,239
5369,1476,239
5370,1476,237
5371,1476,238
5372,1476,238
5373,1476,233
5374,1476,239
5375,1476,239
5376,1476,240
5377,1476,240
5378,1476,239
5379,1476,239
5380,1476,239
5381,1474,239
5382,1474,238
5383,1474,238
5384,1474,239
5385,1476,239
5386,1476,238
5387,1476,239
5388,1476,239
5389,1476,240
5390,1476,239
5391,1476,239
5392,1476,239
5393,1476,239
5394,1476,239
5395,1476,240
5396,1476,240
5397,1476,240
5398,1476,240
5399,1476,240
5400,1476,239
5401,1474,239
5402,1474,239
5403,1474,240
5404,1474,239
5405,1474,238
5406,1474,238
5407,1474,229
5408,1474,231
5409,1474,227
5410,1474,240
5411,1476,240
5412,1476,240
5413,1476,241
5414,1476,241
5415,1476,240
5416,1476,240
5417,1476,234
5418,1474,240
5419,1474,241
5420,1474,241
5421,1474,241
5422,1474,240
5423,1474,240
5424,1474,239
5425,1474,239
5426,1474,241
5427,1474,240
5428,1474,240
5429,1474,239
5430,1474,239
5431,1474,241
5432,1474,241
5433,1474,241
5434,1474,241
5435,1474,241
5436,1474,241
5437,1474,241
5438,1476,241
5439,1476,240
5440,1476,242
5441,1474,242
5442,1474,242
5443,1474,242
5444,1474,241
5445,1474,241
5446,1474,240
5447,1474,240
5448,1474,241
5449,1474,241
5450,1474,240
5451,1472,241
5452,1472,241
5453,1472,241
5454,1472,241
5455,1472,241
5456,1472,241
5457,1472,242
5458,1472,241
5459,1472,241
5460,1472,240
5461,1472,240
5462,1470,241
5463,1470,240
5464,1470,240
5465,1470,240
5466,1470,240
5467,1470,240
5468,1470,239
5469,1470,240
5470,1470,240
5471,1470,240
5472,1470,240
5473,1470,240
5474,1470,239
5475,1470,240
5476,1470,240
5477,1470,240
5478,1470,240
5479,1470,241
5480,1468,241
5481,1468,241
5482,1468,241
5483,1468,241
5484,1468,241
5485,1466,240
5486,1466,240
5487,1466,240
5488,1466,240
5489,1466,240
5490,1466,240
5491,1466,240
5492,1464,240
5493,1464,240
5494,1464,240
5495,1464,240
5496,1464,238
5497,1464,239
5498,1464,238
5499,1464,239
5500,1466,240
5501,1466,240
5502,1466,240
5503,1464,240
5504,1464,240
5505,1464,240
5506,1464,240
5507,1464,240
5508,1464,239
5509,1464,240
5510,1464,239
5511,1464,240
5512,1462,240
5513,1462,240
5514,1462,240
5515,1462,240
5516,1462,239
5517,1462,239
5518,1462,239
5519,1462,239
5520,1462,239
5521,1462,240
5522,1462,240
5523,1462,240
5524,1462,238
5525,1464,239
5526,1464,239
5527,1464,239
5528,1464,239
5529,1464,239
5530,1464,239
5531,1464,239
5532,1464,238
5533,1464,239
5534,1464,239
5535,1464,239
5536,1462,239
5537,1462,238
5538,1462,239
5539,1462,239
5540,1462,238
5541,1462,238
5542,1462,238
5543,1462,238
5544,1462,238
5545,1462,238
5546,1462,238
5547,1462,238
5548,1462,238
5549,1462,237
5550,1462,237
5551,1460,238
5552,1460,238
5553,1460,237
5554,1460,238
5555,1460,238
5556,1460,238
5557,1460,237
5558,1460,237
5559,1460,236
5560,1460,237
5561,1460,238
5562,1460,239
5563,1460,239
5564,1460,239
5565,1460,239
5566,1460,238
5567,1460,238
5568,1460,238
5569,1460,239
5570,1460,239
5571,1460,239
5572,1460,239
5573,1460,241
5574,1460,240
5575,1460,240
5576,1460,240
5577,1460,240
5578,1460,241
5579,1460,241
5580,1460,241
5581,1460,241
5582,1458,241
5583,1458,241
5584,1458,241
5585,1458,241
5586,1458,241
5587,1458,242
5588,1458,240
5589,1460,240
5590,1460,241
5591,1460,241
5592,1460,240
5593,1462,239
5594,1462,239
5595,1462,239
5596,1462,240
5597,1462,239
5598,1462,239
5599,1462,240
5600,1462,241
5601,1460,241
5602,1460,240
5603,1460,239
5604,1460,240
5605,1460,240
5606,1460,239
5607,1460,240
5608,1460,241
5609,1460,241
5610,1460,241
5611,1460,241
5612,1460,241
5613,1460,241
5614,1460,241
5615,1460,241
5616,1460,241
5617,1460,241
5618,1460,240
5619,1460,240
5620,1460,240
5621,1460,240
5622,1460,240
5623,1460,239
5624,1460,239
5625,1458,239
5626,1458,238
5627,1458,240
5628,1458,240
5629,1458,238
5630,1458,240
5631,1460,241
5632,1460,241
5633,1460,241
5634,1460,241
5635,1458,241
5636,1458,241
5637,1458,241
5638,1458,241
5639,1458,241
5640,1458,241
5641,1458,242
5642,1458,241
5643,1458,241
5644,1458,241
5645,1458,241
5646,1460,241
5647,1460,241
5648,1460,241
5649,1460,241
5650,1460,241
5651,1460,241
5652,1460,241
5653,1458,241
5654,1458,241
5655,1458,240
5656,1458,241
5657,1458,241
5658,1460,240
5659,1460,240
5660,1460,240
5661,1460,240
5662,1460,240
5663,1460,240
5664,1460,240
5665,1460,240
5666,1460,240
5667,1458,240
5668,1458,240
5669,1458,241
5670,1458,241
5671,1458,241
5672,1458,241
5673,1458,241
5674,1458,241
5675,1460,241
5676,1460,240
5677,1460,241
5678,1460,240
5679,1460,240
5680,1460,240
5681,1460,240
5682,1460,240
5683,1460,241
5684,1458,241
5685,1458,240
5686,1458,240
5687,1458,242
5688,1458,241
5689,1458,241
5690,1458,241
5691,1458,240
5692,1458,241
5693,1458,241
5694,1458,241
5695,1458,241
5696,1458,241
5697,1458,243
5698,1456,241
5699,1456,241
5700,1456,241
5701,1456,241
5702,1456,241
5703,1456,241
5704,1456,240
5705,1456,240
5706,1456,239
5707,1456,240
5708,1456,240
5709,1456,240
5710,1456,240
5711,1456,240
5712,1454,239
5713,1454,240
5714,1454,240
5715,1454,240
5716,1452,240
5717,1452,240
5718,1452,240
5719,1452,240
5720,1452,240
5721,1452,240
5722,1452,240
5723,1452,240
5724,1452,240
5725,1452,239
5726,1454,238
5727,1454,239
5728,1454,238
5729,1454,238
5730,1454,238
5731,1454,238
5732,1456,239
5733,1456,239
5734,1456,240
5735,1456,240
5736,1456,240
5737,1456,240
5738,1458,240
5739,1458,240
