Time (s) Run #1,,analog
7807,1312,220
7808,1312,223
7809,1312,218
7810,1312,216
7811,1312,222
7812,1312,220
7813,1312,221
7814,1312,221
7815,1312,220
7816,1312,225
7817,1312,236
7818,1312,226
7819,1312,225
7820,1312,233
7821,1312,233
7822,1312,232
7823,1312,242
7824,1312,243
7825,1312,244
7826,1312,245
7827,1312,237
7828,1312,235
7829,1312,237
7830,1312,245
7831,1310,245
7832,1310,238
7833,1310,238
7834,1310,238
7835,1310,235
7836,1310,238
7837,1310,244
7838,1310,245
7839,1310,246
7840,1310,246
7841,1310,246
7842,1310,246
7843,1310,245
7844,1308,246
7845,1308,245
7846,1308,245
7847,1308,245
7848,1308,245
7849,1308,245
7850,1308,244
7851,1308,244
7852,1308,244
7853,1310,245
7854,1310,245
7855,1310,236
7856,1310,246
7857,1310,245
7858,1310,237
7859,1310,237
7860,1310,236
7861,1310,233
7862,1310,232
7863,1310,233
7864,1310,234
7865,1310,227
7866,1310,226
7867,1310,241
7868,1310,222
7869,1310,241
7870,1312,229
7871,1312,224
7872,1312,241
7873,1310,240
7874,1310,240
7875,1310,228
7876,1310,228
7877,1310,241
7878,1310,229
7879,1310,239
7880,1310,241
7881,1310,242
7882,1310,236
7883,1310,226
7884,1310,235
7885,1310,232
7886,1310,229
7887,1310,229
7888,1310,229
7889,1310,224
7890,1310,226
7891,1310,220
7892,1310,219
7893,1310,240
7894,1310,233
7895,1310,230
7896,1310,231
7897,1310,229
7898,1310,218
7899,1310,230
7900,1310,232
7901,1310,213
7902,1310,222
7903,1310,235
7904,1310,223
7905,1310,215
7906,1310,217
7907,1310,226
7908,1310,225
7909,1310,225
7910,1310,216
7911,1310,223
7912,1312,227
7913,1312,226
7914,1312,212
7915,1312,227
7916,1312,225
7917,1312,224
7918,1312,225
7919,1312,225
7920,1312,221
7921,1312,220
7922,1312,225
7923,1312,222
7924,1312,225
7925,1312,224
7926,1312,220
7927,1312,217
7928,1312,225
7929,1312,226
7930,1312,225
7931,1312,216
7932,1312,222
7933,1312,226
7934,1312,229
7935,1312,230
7936,1312,228
7937,1312,230
7938,1312,230
7939,1312,231
7940,1312,233
7941,1312,233
7942,1312,235
7943,1310,236
7944,1310,236
7945,1310,236
7946,1310,235
7947,1310,235
7948,1310,230
7949,1310,235
7950,1310,235
7951,1310,244
7952,1310,237
7953,1310,234
7954,1310,230
7955,1310,236
7956,1308,237
7957,1308,246
7958,1308,246
7959,1308,237
7960,1308,247
7961,1308,237
7962,1308,236
7963,1308,246
7964,1308,236
7965,1308,235
7966,1308,236
7967,1308,233
7968,1308,228
7969,1308,242
7970,1306,242
7971,1306,236
7972,1306,235
7973,1306,234
7974,1306,242
7975,1304,235
7976,1304,234
7977,1304,234
7978,1304,233
7979,1304,229
7980,1306,243
7981,1306,233
7982,1306,234
7983,1306,232
7984,1306,233
7985,1306,233
7986,1308,233
7987,1308,235
7988,1308,233
7989,1308,232
7990,1308,232
7991,1308,235
7992,1308,233
7993,1308,231
7994,1308,228
7995,1308,228
7996,1308,232
7997,1308,232
7998,1308,232
7999,1308,231
8000,1308,229
8001,1308,229
8002,1308,225
8003,1308,224
8004,1308,231
8005,1308,230
8006,1308,229
8007,1308,229
8008,1308,229
8009,1308,228
8010,1308,232
8011,1308,230
8012,1308,231
8013,1306,231
8014,1306,229
8015,1306,228
8016,1306,240
8017,1306,243
8018,1306,243
8019,1304,244
8020,1304,244
8021,1304,245
8022,1304,245
8023,1304,245
8024,1304,245
8025,1304,245
8026,1304,245
8027,1304,244
8028,1306,243
8029,1306,243
8030,1306,244
8031,1306,237
8032,1306,235
8033,1306,236
8034,1306,234
8035,1304,225
8036,1304,236
8037,1304,229
8038,1304,234
8039,1304,231
8040,1304,233
8041,1304,225
8042,1306,222
8043,1306,232
8044,1306,232
8045,1306,231
8046,1304,232
8047,1304,233
8048,1304,223
8049,1304,222
8050,1304,221
8051,1304,220
8052,1302,220
8053,1302,221
8054,1302,230
8055,1302,217
8056,1302,220
8057,1302,229
8058,1302,227
8059,1302,231
8060,1302,230
8061,1302,232
8062,1302,231
8063,1302,232
8064,1302,232
8065,1302,235
8066,1302,236
8067,1302,242
8068,1302,243
8069,1302,235
8070,1302,236
8071,1302,236
8072,1302,236
8073,1300,236
8074,1300,235
8075,1300,235
8076,1300,234
8077,1300,234
8078,1300,234
8079,1300,233
8080,1300,232
8081,1300,232
8082,1300,232
8083,1300,232
8084,1300,221
8085,1300,239
8086,1300,229
8087,1300,234
8088,1300,223
8089,1300,240
8090,1300,233
8091,1302,232
8092,1302,232
8093,1302,231
8094,1302,221
8095,1300,229
8096,1300,223
8097,1300,223
8098,1300,218
8099,1300,229
8100,1300,226
8101,1300,224
8102,1300,227
8103,1298,227
8104,1298,228
8105,1298,228
8106,1298,231
8107,1298,231
8108,1298,231
8109,1298,231
8110,1298,229
8111,1298,227
8112,1298,227
8113,1298,227
8114,1298,226
8115,1298,226
8116,1298,225
8117,1296,226
8118,1296,226
8119,1296,226
8120,1296,224
8121,1296,226
8122,1294,230
8123,1294,229
8124,1294,230
8125,1294,229
8126,1294,230
8127,1294,229
8128,1296,230
8129,1296,228
8130,1296,225
8131,1296,226
8132,1296,226
8133,1296,226
8134,1296,225
8135,1296,222
8136,1296,219
8137,1296,222
8138,1296,224
8139,1296,222
8140,1296,223
8141,1296,225
8142,1296,226
8143,1296,225
8144,1296,226
8145,1296,224
8146,1296,224
8147,1296,223
8148,1296,226
8149,1296,231
8150,1296,230
8151,1296,232
8152,1296,231
8153,1296,233
8154,1298,234
8155,1298,233
8156,1298,234
8157,1298,233
8158,1298,233
8159,1300,234
8160,1300,233
8161,1300,231
8162,1300,223
8163,1300,231
8164,1300,232
8165,1300,231
8166,1300,224
8167,1300,232
8168,1300,229
8169,1300,229
8170,1300,227
8171,1300,223
8172,1300,227
8173,1300,233
8174,1300,233
8175,1300,234
8176,1300,231
8177,1298,231
8178,1298,233
8179,1298,232
8180,1298,232
8181,1298,230
8182,1298,229
8183,1298,226
8184,1298,234
8185,1296,232
8186,1296,233
8187,1296,233
8188,1296,233
8189,1296,235
8190,1296,235
8191,1296,233
8192,1298,234
8193,1298,232
8194,1298,234
8195,1298,223
8196,1298,235
8197,1298,234
8198,1298,233
8199,1298,225
8200,1298,225
8201,1298,226
8202,1298,224
8203,1298,224
8204,1298,226
8205,1298,225
8206,1298,224
8207,1296,223
8208,1296,226
8209,1296,224
8210,1296,225
8211,1296,230
8212,1296,233
8213,1294,233
8214,1294,232
8215,1294,231
8216,1294,224
8217,1294,221
8218,1294,217
8219,1294,225
8220,1294,227
8221,1294,221
8222,1294,224
8223,1294,224
8224,1294,221
8225,1294,223
8226,1294,225
8227,1294,223
8228,1294,224
8229,1294,224
8230,1294,217
8231,1294,222
8232,1294,221
8233,1294,223
8234,1296,220
8235,1296,225
8236,1296,224
8237,1296,221
8238,1296,220
8239,1296,222
8240,1296,218
8241,1296,222
8242,1296,231
8243,1296,230
8244,1296,227
8245,1294,220
8246,1294,231
8247,1294,233
8248,1294,233
8249,1294,233
8250,1294,234
8251,1294,231
8252,1292,234
8253,1292,234
8254,1292,234
8255,1292,222
8256,1292,220
8257,1292,219
8258,1292,219
8259,1292,233
8260,1292,232
8261,1292,221
8262,1292,234
8263,1294,234
8264,1294,235
8265,1294,235
8266,1294,234
8267,1294,221
8268,1294,223
8269,1292,221
8270,1292,222
8271,1292,220
8272,1292,222
8273,1292,220
8274,1292,221
8275,1292,218
8276,1292,232
8277,1294,233
8278,1294,233
8279,1294,235
8280,1294,234
8281,1294,235
8282,1294,235
8283,1292,234
8284,1292,236
8285,1292,236
8286,1292,236
8287,1292,235
8288,1292,235
8289,1292,220
8290,1292,222
8291,1292,220
8292,1292,221
8293,1292,214
8294,1292,231
8295,1292,233
8296,1292,233
8297,1292,235
8298,1292,234
8299,1292,234
8300,1292,235
8301,1292,236
8302,1292,236
8303,1294,236
8304,1294,237
8305,1294,236
8306,1294,237
8307,1294,236
8308,1294,236
8309,1294,236
8310,1294,236
8311,1294,232
8312,1292,225
8313,1292,235
8314,1292,236
8315,1292,237
8316,1292,236
8317,1292,235
8318,1292,224
8319,1292,235
8320,1292,222
8321,1292,236
8322,1292,236
8323,1292,235
8324,1292,235
8325,1292,236
8326,1292,235
8327,1292,235
8328,1292,228
8329,1290,237
8330,1290,237
8331,1290,235
8332,1290,236
8333,1290,235
8334,1290,224
8335,1290,224
8336,1290,235
8337,1290,236
8338,1292,235
8339,1292,234
8340,1292,227
8341,1292,223
8342,1292,234
8343,1292,233
8344,1292,234
8345,1292,234
8346,1292,235
8347,1292,234
8348,1292,224
8349,1292,222
8350,1294,224
8351,1294,222
8352,1294,233
8353,1292,225
8354,1292,223
8355,1292,231
8356,1292,235
8357,1292,235
8358,1292,235
8359,1292,234
8360,1292,233
8361,1292,229
8362,1292,232
8363,1292,222
8364,1292,220
8365,1292,222
8366,1292,222
8367,1292,223
8368,1290,220
8369,1290,221
8370,1290,220
8371,1290,234
8372,1290,235
8373,1290,236
8374,1292,236
8375,1292,237
8376,1292,238
8377,1292,236
8378,1292,236
8379,1292,236
8380,1292,236
8381,1290,237
8382,1290,237
8383,1290,237
8384,1290,237
8385,1290,237
8386,1290,236
8387,1290,236
8388,1290,225
8389,1290,225
8390,1290,237
8391,1290,236
8392,1290,238
8393,1290,238
8394,1290,237
8395,1290,229
8396,1290,235
8397,1290,236
8398,1290,236
8399,1290,237
8400,1290,230
8401,1290,236
8402,1290,237
8403,1290,236
8404,1290,227
8405,1290,227
8406,1288,226
8407,1288,225
8408,1288,234
8409,1288,236
8410,1288,233
8411,1288,227
8412,1288,226
8413,1288,224
8414,1288,224
8415,1288,224
8416,1288,225
8417,1288,223
8418,1288,223
8419,1288,223
8420,1288,224
8421,1288,223
8422,1286,224
8423,1286,225
8424,1286,221
8425,1286,233
8426,1284,233
8427,1284,234
8428,1284,234
8429,1284,234
8430,1284,234
8431,1284,234
8432,1284,234
8433,1284,233
8434,1284,235
8435,1284,237
8436,1284,225
8437,1286,227
8438,1286,225
8439,1286,223
8440,1286,229
8441,1286,229
8442,1286,228
8443,1286,227
8444,1286,219
8445,1286,225
8446,1286,223
8447,1286,223
8448,1286,223
8449,1286,222
8450,1286,217
8451,1284,222
8452,1284,222
8453,1284,222
8454,1284,220
8455,1284,222
8456,1284,219
8457,1284,220
8458,1284,216
8459,1284,220
8460,1284,220
8461,1284,221
8462,1284,220
8463,1284,219
8464,1284,217
8465,1282,219
8466,1282,221
8467,1282,219
8468,1282,221
8469,1282,223
8470,1282,224
8471,1282,224
8472,1282,225
8473,1282,225
8474,1282,224
8475,1282,225
8476,1282,227
8477,1284,227
8478,1284,227
8479,1284,224
8480,1284,227
8481,1284,225
8482,1284,225
8483,1284,223
8484,1284,225
8485,1284,224
8486,1286,225
8487,1286,223
8488,1286,224
8489,1286,222
8490,1286,227
8491,1286,226
8492,1286,222
8493,1286,225
8494,1286,226
8495,1286,228
8496,1286,229
8497,1286,227
8498,1286,224
8499,1286,228
8500,1286,228
8501,1286,227
8502,1286,223
8503,1286,226
8504,1286,228
8505,1286,222
8506,1286,224
8507,1286,226
8508,1286,225
8509,1284,221
8510,1284,224
8511,1284,224
8512,1284,227
8513,1284,229
8514,1284,227
8515,1284,226
8516,1284,225
8517,1284,223
8518,1284,226
8519,1284,224
8520,1284,225
8521,1284,226
8522,1284,226
8523,1284,226
8524,1284,228
8525,1284,227
8526,1284,226
8527,1284,228
8528,1284,228
8529,1284,228
8530,1284,228
8531,1284,228
8532,1284,227
8533,1284,229
8534,1284,231
8535,1284,231
8536,1284,232
8537,1284,232
8538,1284,233
8539,1284,233
8540,1284,233
8541,1284,234
8542,1284,233
8543,1284,234
8544,1284,234
8545,1284,234
8546,1284,235
8547,1284,235
8548,1284,235
8549,1284,234
8550,1284,234
8551,1284,234
8552,1284,240
8553,1284,230
8554,1284,233
8555,1284,231
8556,1284,234
8557,1284,235
8558,1282,233
8559,1282,232
8560,1282,225
8561,1282,233
8562,1282,233
8563,1282,232
8564,1282,232
8565,1282,231
8566,1282,231
8567,1282,230
8568,1282,234
8569,1282,233
8570,1282,233
8571,1282,232
8572,1282,234
8573,1282,233
8574,1282,233
8575,1282,233
8576,1282,232
8577,1282,234
8578,1282,232
8579,1282,233
8580,1284,234
8581,1284,235
8582,1284,235
8583,1284,235
8584,1284,236
8585,1284,235
8586,1284,235
8587,1284,235
8588,1284,234
8589,1284,235
8590,1284,236
8591,1284,235
8592,1284,235
8593,1284,235
8594,1284,235
8595,1282,237
8596,1282,235
8597,1282,236
8598,1282,235
8599,1282,235
8600,1282,235
8601,1282,235
8602,1282,236
8603,1282,235
8604,1282,236
8605,1282,234
8606,1282,235
8607,1282,235
8608,1282,236
8609,1282,235
8610,1282,235
8611,1282,235
8612,1282,235
8613,1282,235
8614,1282,233
8615,1280,238
8616,1280,237
8617,1280,235
8618,1280,235
8619,1280,235
8620,1280,235
8621,1280,235
8622,1280,235
8623,1282,235
8624,1282,236
8625,1282,235
8626,1282,235
8627,1282,235
8628,1282,235
8629,1282,235
8630,1280,236
8631,1280,235
8632,1280,235
8633,1280,235
8634,1280,235
8635,1280,235
8636,1280,235
8637,1280,235
8638,1280,236
8639,1280,236
8640,1280,236
8641,1280,236
8642,1280,236
8643,1280,235
8644,1280,235
8645,1280,235
8646,1280,235
8647,1280,236
8648,1280,236
8649,1280,235
8650,1280,235
8651,1280,236
8652,1280,235
8653,1280,237
8654,1280,237
8655,1280,236
8656,1280,236
8657,1280,235
8658,1280,236
8659,1280,236
8660,1280,236
8661,1280,235
8662,1280,235
8663,1282,236
8664,1282,236
8665,1282,236
8666,1280,235
8667,1280,235
8668,1280,236
8669,1280,236
8670,1280,236
8671,1280,236
8672,1280,236
8673,1280,236
8674,1280,236
8675,1280,236
8676,1280,236
8677,1280,237
8678,1280,236
8679,1280,237
8680,1280,237
8681,1280,237
8682,1280,237
8683,1280,237
8684,1280,236
8685,1280,234
8686,1280,235
8687,1280,235
8688,1280,235
8689,1280,235
8690,1280,235
8691,1280,235
8692,1280,235
8693,1280,235
8694,1280,235
8695,1278,235
8696,1278,236
8697,1278,236
8698,1278,236
8699,1278,236
8700,1278,236
8701,1276,236
8702,1276,235
8703,1276,235
8704,1276,234
8705,1276,234
8706,1278,233
8707,1278,232
8708,1278,232
8709,1278,228
8710,1278,232
8711,1278,233
8712,1278,234
8713,1278,233
8714,1278,235
8715,1278,233
8716,1276,233
8717,1276,235
8718,1276,234
8719,1276,233
8720,1276,235
8721,1276,236
8722,1276,229
8723,1276,232
8724,1276,236
8725,1276,228
8726,1276,231
8727,1276,235
8728,1276,230
8729,1276,227
8730,1276,229
8731,1276,226
8732,1276,233
8733,1276,231
8734,1274,235
8735,1274,234
8736,1274,227
8737,1274,227
8738,1274,229
8739,1274,233
8740,1274,231
8741,1274,232
8742,1274,233
8743,1274,232
8744,1274,234
8745,1274,233
8746,1274,234
8747,1274,234
8748,1274,230
8749,1274,229
8750,1274,232
8751,1274,233
8752,1274,232
8753,1274,233
8754,1274,233
8755,1274,232
8756,1274,233
8757,1274,232
8758,1274,233
8759,1274,233
8760,1274,233
8761,1274,235
8762,1274,234
8763,1274,234
8764,1274,233
8765,1274,236
8766,1274,234
8767,1274,235
8768,1274,233
8769,1274,233
8770,1274,233
8771,1274,234
8772,1272,233
8773,1272,232
8774,1272,231
8775,1272,229
8776,1272,232
8777,1272,233
8778,1272,234
8779,1272,233
8780,1272,232
8781,1272,232
8782,1272,232
8783,1272,233
8784,1272,233
8785,1272,233
8786,1272,232
8787,1272,232
8788,1272,228
8789,1270,229
8790,1270,231
8791,1270,232
8792,1270,228
8793,1270,230
8794,1270,229
8795,1270,230
8796,1270,232
8797,1270,232
8798,1270,231
8799,1270,229
8800,1270,226
8801,1270,228
8802,1270,228
8803,1270,231
8804,1270,231
8805,1270,233
8806,1270,232
8807,1270,232
8808,1270,232
8809,1270,230
8810,1270,227
8811,1270,228
8812,1270,227
8813,1270,230
8814,1270,232
8815,1270,231
8816,1270,233
8817,1270,232
8818,1270,232
8819,1270,234
8820,1270,234
8821,1272,232
8822,1272,232
8823,1272,231
8824,1272,231
8825,1270,227
8826,1270,227
8827,1270,231
8828,1270,230
8829,1270,231
8830,1270,229
8831,1270,229
8832,1270,229
8833,1270,229
8834,1270,230
8835,1272,232
8836,1272,230
8837,1272,231
8838,1274,231
8839,1274,230
8840,1274,230
8841,1274,229
8842,1274,229
8843,1272,230
8844,1272,226
8845,1272,227
8846,1272,227
8847,1272,230
8848,1272,231
8849,1272,231
8850,1272,230
8851,1272,228
8852,1272,227
8853,1272,229
8854,1272,233
8855,1272,230
8856,1272,230
8857,1272,230
8858,1272,234
8859,1272,233
8860,1272,231
8861,1270,231
8862,1270,231
8863,1270,231
8864,1270,231
8865,1270,231
8866,1270,233
8867,1270,232
8868,1270,235
8869,1270,232
8870,1270,234
8871,1270,232
8872,1270,235
8873,1268,233
8874,1268,234
8875,1268,233
8876,1268,231
8877,1268,231
8878,1268,231
8879,1268,230
8880,1268,231
8881,1268,228
8882,1268,225
8883,1268,225
8884,1268,227
8885,1268,228
8886,1268,228
8887,1268,232
8888,1268,232
8889,1268,232
8890,1268,233
8891,1268,232
8892,1268,232
8893,1268,232
8894,1268,233
8895,1268,232
8896,1268,232
8897,1268,232
8898,1268,233
8899,1268,232
8900,1268,232
8901,1268,232
8902,1268,233
8903,1268,234
8904,1268,234
8905,1268,234
8906,1268,234
8907,1268,234
8908,1268,234
8909,1268,233
8910,1268,234
8911,1268,235
8912,1268,236
8913,1268,235
8914,1268,235
8915,1266,234
8916,1266,235
8917,1266,235
8918,1266,235
8919,1266,234
8920,1266,235
8921,1266,235
8922,1266,235
8923,1266,235
8924,1266,236
8925,1266,235
8926,1266,236
8927,1266,236
8928,1266,236
8929,1266,235
8930,1266,232
8931,1266,235
8932,1266,234
8933,1266,234
8934,1266,230
8935,1266,233
8936,1266,234
8937,1266,234
8938,1266,235
8939,1266,235
8940,1266,235
8941,1266,236
8942,1266,236
8943,1266,235
8944,1266,235
8945,1266,235
8946,1264,236
8947,1264,236
8948,1264,237
8949,1264,236
8950,1264,237
8951,1264,237
8952,1264,237
8953,1266,237
8954,1266,237
8955,1266,236
8956,1266,237
8957,1266,237
8958,1266,238
8959,1266,237
8960,1266,237
8961,1266,237
8962,1266,237
8963,1266,238
8964,1266,238
8965,1266,237
8966,1266,237
8967,1266,237
8968,1266,237
8969,1266,236
8970,1266,236
8971,1266,236
8972,1266,236
8973,1266,236
8974,1266,236
8975,1266,235
8976,1266,234
8977,1266,234
8978,1264,236
8979,1264,232
8980,1264,232
8981,1264,233
8982,1264,228
8983,1264,230
8984,1264,230
8985,1264,235
8986,1264,230
8987,1264,230
8988,1264,229
8989,1264,229
8990,1264,230
8991,1264,230
8992,1264,228
8993,1264,228
8994,1264,228
8995,1264,229
8996,1264,230
8997,1264,228
8998,1264,228
8999,1262,228
9000,1262,229
9001,1262,229
9002,1262,221
9003,1262,229
9004,1262,227
9005,1262,229
9006,1262,230
9007,1262,230
9008,1262,231
9009,1262,231
9010,1262,228
9011,1262,229
9012,1262,227
9013,1262,226
9014,1262,225
9015,1262,228
9016,1262,232
9017,1262,232
9018,1262,234
9019,1262,235
9020,1262,235
9021,1262,235
9022,1262,236
9023,1262,236
9024,1262,236
9025,1262,235
9026,1262,236
9027,1262,236
9028,1264,236
9029,1264,236
9030,1262,237
9031,1262,236
9032,1262,237
9033,1262,237
9034,1262,236
9035,1262,236
9036,1262,236
9037,1262,236
9038,1262,235
9039,1262,236
9040,1262,236
9041,1262,235
9042,1262,235
9043,1264,237
9044,1262,235
9045,1262,236
9046,1262,236
9047,1262,236
9048,1262,236
9049,1262,236
9050,1262,235
9051,1262,236
9052,1260,235
9053,1260,235
9054,1260,235
9055,1260,236
9056,1260,236
9057,1260,235
9058,1260,235
9059,1260,235
9060,1258,235
9061,1258,237
9062,1258,235
9063,1258,235
9064,1258,234
9065,1258,235
9066,1260,234
9067,1260,234
9068,1260,234
9069,1260,233
9070,1260,233
9071,1262,233
9072,1262,233
9073,1260,233
9074,1260,227
9075,1260,230
9076,1260,230
9077,1260,229
9078,1260,231
9079,1260,231
9080,1260,232
9081,1260,232
9082,1260,232
9083,1260,231
9084,1258,227
9085,1258,230
9086,1258,230
9087,1258,229
9088,1258,230
9089,1258,231
9090,1258,231
9091,1258,231
9092,1258,234
9093,1258,233
9094,1258,234
9095,1258,232
9096,1258,232
9097,1258,232
9098,1258,232
9099,1256,232
9100,1256,232
9101,1256,232
9102,1256,233
9103,1256,232
9104,1256,232
9105,1256,232
9106,1256,229
9107,1256,230
9108,1254,231
9109,1254,231
9110,1254,232
9111,1254,229
9112,1254,232
9113,1254,232
9114,1254,232
9115,1256,232
9116,1256,225
9117,1256,227
9118,1256,229
9119,1256,230
9120,1256,231
9121,1258,232
9122,1258,232
9123,1258,234
9124,1258,234
9125,1258,234
9126,1258,233
9127,1258,233
9128,1258,235
9129,1258,233
9130,1258,235
9131,1258,234
9132,1258,236
9133,1258,234
9134,1258,235
9135,1256,233
9136,1256,234
9137,1256,234
9138,1256,234
9139,1258,233
9140,1258,233
9141,1258,233
9142,1258,233
9143,1258,232
9144,1258,233
9145,1258,230
9146,1256,226
9147,1256,227
9148,1256,225
9149,1256,224
9150,1256,223
9151,1256,224
9152,1254,226
9153,1254,227
9154,1254,227
9155,1254,226
9156,1254,228
9157,1254,229
9158,1254,230
9159,1254,231
9160,1254,230
9161,1254,233
9162,1254,230
9163,1254,230
9164,1254,230
9165,1256,231
9166,1256,231
9167,1254,230
9168,1254,229
9169,1254,230
9170,1254,226
9171,1254,227
9172,1254,227
9173,1254,229
9174,1254,226
9175,1254,228
9176,1254,224
9177,1254,228
9178,1254,228
9179,1254,225
9180,1254,228
9181,1254,226
9182,1254,229
9183,1254,229
9184,1254,224
9185,1252,226
9186,1252,226
9187,1252,228
9188,1252,228
9189,1252,229
9190,1252,225
9191,1252,226
9192,1254,226
9193,1254,226
9194,1256,224
9195,1256,228
9196,1256,228
9197,1256,229
9198,1256,229
9199,1256,225
9200,1256,218
9201,1256,216
9202,1256,218
9203,1256,220
9204,1256,220
9205,1256,219
9206,1256,219
9207,1256,220
9208,1256,216
9209,1256,218
9210,1256,220
9211,1256,232
9212,1256,234
9213,1256,235
9214,1256,236
9215,1256,237
9216,1256,237
9217,1256,237
9218,1258,237
9219,1258,238
9220,1258,238
9221,1258,238
9222,1256,239
9223,1256,238
9224,1256,239
9225,1256,238
9226,1256,237
9227,1256,238
9228,1256,238
9229,1256,238
9230,1256,238
9231,1256,238
9232,1256,238
9233,1256,239
9234,1254,239
9235,1254,239
9236,1254,239
9237,1254,239
9238,1254,239
9239,1254,240
9240,1254,240
9241,1254,239
9242,1254,239
9243,1254,240
9244,1254,239
9245,1254,239
9246,1254,239
9247,1254,239
9248,1254,240
9249,1254,239
9250,1254,239
9251,1254,240
9252,1252,240
9253,1252,240
9254,1252,240
9255,1252,239
9256,1252,240
9257,1252,239
9258,1250,240
9259,1250,239
9260,1250,239
9261,1250,239
9262,1250,238
9263,1248,238
9264,1248,238
9265,1248,239
9266,1248,239
9267,1248,240
9268,1248,238
9269,1248,238
9270,1250,238
9271,1250,238
9272,1250,238
9273,1250,237
9274,1250,237
9275,1250,237
9276,1250,238
9277,1250,238
9278,1250,238
9279,1250,238
9280,1250,227
9281,1250,234
9282,1250,234
9283,1250,236
9284,1252,234
9285,1252,236
9286,1252,235
9287,1252,237
9288,1252,223
9289,1252,223
9290,1250,221
9291,1250,223
9292,1250,223
9293,1250,221
9294,1248,220
9295,1248,219
9296,1248,221
9297,1248,226
9298,1248,232
9299,1248,230
9300,1248,234
9301,1248,233
9302,1248,234
9303,1248,233
9304,1248,234
9305,1248,233
9306,1248,234
9307,1250,234
9308,1250,235
9309,1250,235
9310,1250,234
9311,1250,226
9312,1250,223
9313,1250,222
9314,1250,223
9315,1250,224
9316,1250,225
9317,1250,223
9318,1250,224
9319,1250,223
9320,1250,226
9321,1250,221
9322,1250,224
9323,1250,225
9324,1250,221
9325,1250,223
9326,1250,224
9327,1248,222
9328,1248,224
9329,1248,222
9330,1248,221
9331,1250,220
9332,1250,222
9333,1250,223
9334,1250,225
9335,1250,223
9336,1250,222
9337,1250,223
9338,1248,219
9339,1248,223
9340,1248,224
9341,1248,222
9342,1248,223
9343,1248,224
9344,1248,223
9345,1248,223
9346,1248,224
9347,1248,219
9348,1248,223
9349,1248,220
9350,1248,215
9351,1248,222
9352,1248,223
9353,1248,224
9354,1248,224
9355,1248,225
9356,1248,225
9357,1248,225
9358,1248,220
9359,1250,225
9360,1250,226
9361,1250,225
9362,1250,223
9363,1250,225
9364,1250,224
9365,1250,223
9366,1250,225
9367,1250,225
9368,1250,223
9369,1248,225
9370,1248,222
9371,1248,224
9372,1248,223
9373,1248,225
9374,1248,226
9375,1248,225
9376,1248,225
9377,1248,224
9378,1248,224
9379,1248,226
9380,1248,225
9381,1248,224
9382,1246,224
9383,1246,224
9384,1246,221
9385,1246,225
9386,1246,225
9387,1246,222
9388,1246,223
9389,1246,225
9390,1246,225
9391,1246,224
9392,1246,222
9393,1246,218
9394,1246,221
9395,1246,222
9396,1246,224
9397,1246,223
9398,1246,220
9399,1246,222
9400,1246,224
9401,1246,224
9402,1246,223
9403,1246,225
9404,1246,224
9405,1246,221
9406,1246,223
9407,1246,222
9408,1246,223
9409,1246,222
9410,1246,223
9411,1246,219
9412,1246,217
9413,1246,221
9414,1246,222
9415,1248,223
9416,1248,222
9417,1248,222
9418,1246,223
9419,1246,222
9420,1246,221
9421,1246,220
9422,1246,220
9423,1246,220
9424,1246,219
9425,1246,221
9426,1246,221
9427,1246,221
9428,1246,221
9429,1246,220
9430,1246,217
9431,1246,229
9432,1246,230
9433,1246,231
9434,1246,232
9435,1246,232
9436,1246,219
9437,1246,220
9438,1246,233
9439,1246,233
9440,1246,232
9441,1246,232
9442,1246,223
9443,1246,222
9444,1248,234
9445,1248,243
9446,1248,246
9447,1248,235
9448,1248,248
9449,1248,245
9450,1248,246
9451,1248,238
9452,1248,250
9453,1248,249
9454,1248,249
9455,1248,245
9456,1248,250
9457,1248,246
9458,1248,231
9459,1248,236
9460,1248,237
9461,1248,249
9462,1248,237
9463,1248,229
9464,1248,252
9465,1248,253
9466,1248,252
9467,1248,245
9468,1248,246
9469,1248,247
9470,1248,244
9471,1248,240
9472,1248,239
9473,1248,237
9474,1248,232
9475,1248,240
9476,1248,232
9477,1248,232
9478,1248,247
9479,1246,238
9480,1246,237
9481,1246,244
9482,1246,213
9483,1246,233
9484,1246,232
9485,1246,232
9486,1246,230
9487,1244,230
9488,1244,230
9489,1244,232
9490,1244,231
9491,1244,226
9492,1244,230
9493,1244,229
9494,1246,228
9495,1246,228
9496,1246,227
9497,1246,227
9498,1246,225
9499,1246,222
9500,1246,216
9501,1246,223
9502,1246,219
9503,1246,225
9504,1246,224
9505,1246,224
9506,1246,222
9507,1246,224
9508,1246,224
9509,1246,222
9510,1246,219
9511,1246,226
9512,1246,226
9513,1246,225
9514,1244,222
9515,1244,224
9516,1244,218
9517,1244,214
9518,1244,217
9519,1244,221
9520,1244,225
9521,1244,224
9522,1244,221
9523,1244,222
9524,1244,220
9525,1244,215
9526,1244,231
9527,1244,228
9528,1244,224
9529,1244,224
9530,1244,221
9531,1244,218
9532,1244,224
9533,1244,224
9534,1244,225
9535,1244,225
9536,1244,225
9537,1244,225
9538,1244,226
9539,1244,224
9540,1244,223
9541,1244,223
9542,1244,223
9543,1244,224
9544,1244,223
9545,1244,224
9546,1242,224
9547,1242,223
9548,1242,222
9549,1242,223
9550,1242,225
9551,1242,226
9552,1242,225
9553,1242,224
9554,1242,223
